code_sage;nom;prix_unitaire;stock_disponible;
SALBUT_1///_SU_RE;Salbutamol 1mg Suppositoire;.000000;.000000;
SALBUT_2///_CP_OR;Salbutamol 2 mg,  sous blister, Comprimés;6.600000;.000000;
SALBUT_4///_CP_OR;Salbutamol 4mg comprimé;.000000;.000000;
SALBUT_500B_AM_IV;Salbutamol 500 µg/ml 1 ml, ampoule;86.390000;.000000;
SALBUT_10B/_SI_IV;Salbutamol 50microgrammes/5ml injection;.000000;.000000;
SALBAE_200/_CL_OR;Salbutamol Aérosol, 200 Doses;2617.400000;.000000;
SAMUSC_KIT/_//_//;Samonella multi screening antigen;.000000;.000000;
SAQUIN_200/_CP_OR;Saquinavir 200mg Comprimé;.000000;.000000;
SAQUIN_500/_CP_OR;Saquinavir 500mg Comprimé;.000000;.000000;
SAYANA_104/_AM_SC;Sayana Press 104mg/0,65ml, Inj;72.600000;.000000;
SRO///_1000_PO_OR;Sel de Réhydratation Orale  (glucose + sodium + potassium + citrate +;.000000;.000000;
SRO///_500/_PO_OR;Sel de Réhydratation Orale  (glucose + sodium + potassium + citrate +;.000000;.000000;
SRO///_////_PO_OR;Sel de Réhydratation Orale (SRO) Sachets;594.000000;2000.000000;
SRO///_245/_PO_OR;Sels de réhydratation orale (245 mOsm/litre) qsp 1 litre, sachet;59.580000;.000000;
FER///_25//_SP_OR;Sels ferreux 25mg/ml sirop;.000000;.000000;
FER///_60//_CP_OR;Sels ferreux 60mg comprimé;.000000;.000000;
SENNE/_7.5/_CP_OR;Senné 7,5mg  comprimé;.000000;.000000;
SERING_UU2CC//_//;SERINGUE 2 ML + AIGUILLE;.000000;.000000;
SERAUT_1//////_//;Seringue Autoblocante 1ml;.000000;.000000;
SERINS_100UI//_//;Seringue pour Insuline, 3 pièces, Luer, UU, 1cc, 100 UI;43.560000;.000000;
SERING_UU10CC/_//;Seringue, 3 pièces, Luer, Usage Unique, 10cc;60.000000;100.000000;
SERING_UU1CC//_//;Seringue, 3 pièces, Luer, Usage Unique, 1cc, grad;Boite;43.560000;.000000
SERING_UU20CC/_//;Seringue, 3 pièces, Luer, Usage Unique, 20cc;72.430000;.000000;
SERING_UU5CC//_//;Seringue, 3 pièces, Luer, Usage Unique, 5cc;47.000000;3900.000000;
SERING_UU60CC/_//;Seringue, 3 pièces, Luer, Usage Unique, 60cc;.000000;.000000;
SEANPO_///////_SC;Séruim Antivenimeux Polyvalent (INOSERP PAN-AFRICA);45000.000000;10.000000;
SERVEI_////_AM_IM;Sérum Antivenimeux Polyvalent EBND;15000.000000;.000000;
SERPHY_0.9%_CO_OC;Sérum physiologique 0,90% solution pour irrigation intra oculaire;.000000;.000000;
SERVIE_///////_//;Serviettes en papier;.000000;.000000;
SEVOFL_////_SH_OR;Sévoflurane Fl/250ml (250mg/250ml) inhalation;.000000;.000000;
SHANGA_TEST///_//;Shangaï test HIV 1+2;.000000;.000000;
MASOXY_SIMPLE/_//;Simple Oxygen mask;.000000;.000000;
SIMVAS_10//_CP_OR;Simvastatine 10mg comprimé;.000000;.000000;
SIMVAS_20//_CP_OR;Simvastatine 20mg comprimé;.000000;.000000;
SIMVAS_40//_CP_OR;Simvastatine 40mg comprimé;.000000;.000000;
SIMVAS_5///_CP_OR;Simvastatine 5mg comprimé;.000000;.000000;
GAMMA/_////_SP_OR;Sirop Gamma (difeuines) flacon de 250 ml;.000000;.000000;
SODIUM_KIT////_//;Sodium (Chronolab);.000000;.000000;
SODIBI_1.4%_AM_IV;Sodium Bicarbonate 1,4% 10 ml;246.840000;.000000;
SODIBI_8.4%_AM_IV;Sodium Bicarbonate 8.4% 1.68 g / 20 ml, vial;246.840000;.000000;
SODICH_0.9%_SF_IV;Sodium Chlorure 0.9% 500 ml,Perf.;759.000000;10040.000000;
SODICH_10%/_AM_IV;Sodium Chlorure 10% 10 ml, inj;81.380000;1200.000000;
SOFLED_490/_CP_OR;Sofosbuvir 400 mg+Lédispavir 90 mg, B/28;.000000;.000000;
SOFOSB_400/_CP_OR;Sofosbuvir 400mg comp;.000000;.000000;
SODGLU_1000_SF_IV;Soluté mixte (glucosé+Nacl)  (5%+0,9%)/1000ml solution ;.000000;.000000;
SODGLU_250/_SF_IV;Soluté mixte (glucosé+Nacl)  (5%+0,9%)/250ml solution ;.000000;.000000;
SODGLU_500/_SF_IV;Soluté mixte (glucosé+Nacl)  (5%+0,9%)/500ml solution ;.000000;.000000;
SOLCON_GLY////_//;Solution de contrôle glycemie;.000000;.000000;
LAZARU_250/_//_//;Solution de Lazarus f/250 ml;.000000;.000000;
MARCAN_250/_//_//;Solution de Marcano f/250 ml;.000000;.000000;
SOHYAL_1000///_SC;Solution hydroalcoolique Fl/1000 ml;4000.000000;.000000;
SOHYAL_125////_SC;Solution hydroalcoolique Fl/125 ml;750.000000;.000000;
SOHYAL_250////_SC;Solution hydroalcoolique Fl/250 ml;.000000;.000000;
SONGAS_ECCH10/_//;Sonde Gastrique, Embout Conique, Stérile, Usage Unique CH 10;94.050000;.000000;
SONGAS_ECCH16/_//;Sonde Gastrique, Embout Conique, Stérile, Usage Unique CH 16;167.650000;.000000;
SONGAS_ELCH6//_//;Sonde Gastrique, Embout Luer, Stérile, Usage Unique CH 6;86.150000;.000000;
SONGAS_ELCH8//_//;Sonde Gastrique, Embout Luer, Stérile, Usage Unique CH 8 ;86.150000;.000000;
SONNEL_16/////_//;Sonde Nelaton 16;.000000;.000000;
SONVES_DB2CH10_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH10;1137.800000;.000000;
SONVES_DB2CH14_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH14;528.000000;292.000000;
SONVES_DB2CH16_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH16;528.000000;.000000;
SONVES_DB2CH18_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH18;528.000000;94.000000;
SONVES_DCH14//_//;Sonde Vésicale Droite sans Ballonnet SUU CH 14;174.900000;.000000;
SONVES_DCH16//_//;Sonde Vésicale Droite sans Ballonnet,  Stérile, U U, CH16;755.700000;.000000;
SPAROZ_10X05//_CU;Sparadrap, à l'Oxyde de Zinc, Micropef,Non Stérile 10cm x 5m,rouleau;1738.050000;.000000;
SPAROZ_18X5///_CU;Sparadrap, à l'Oxyde de Zinc, Microperf.Non Stérile 18cm x 5m rouleau;3300.000000;.000000;
SPASFO_4///_SI_IV;Spasfon AMP INJ 4ML, B/6;2236.750000;.000000;
SPAAPO_50//_CP/OR;Spasmo-Apotel  500/10MG CP, B/20;2792.200000;.000000;
SPECVACC_BOX6L///;Specimen/ vaccine transport box, 6 liter;.000000;.000000;
SPUSUN_UU/////_//;Spéculum à Usage Unique;528.000000;.000000;
SPECUL_UUL////_//;Speculum à UU large;.000000;.000000;
SPECUL_UUM////_//;Speculum à UU moyen;.000000;.000000;
SPECUL_STL////_//;Speculum ST large;.000000;.000000;
SPECUL_STM////_//;Speculum ST moyen;.000000;.000000;
SPHYNO_COM////_//;Sphynomanomètre Complet;.000000;.000000;
SPHYNO_INC////_//;Sphynomanometre incomplet;.000000;.000000;
SPIRAM_1.5M_CP_OR;Spiramycine 1,5MUI Comprimé;.000000;.000000;
SPIRAM_3MU/_CP_OR;Spiramycine 3 MUI Comprimé;.000000;.000000;
SPIRON_25//_CP_OR;Spironolactone 25mg comprimé;.000000;.000000;
SPRHEA_1L/////_//;Spray head and 1L bottles (set of three elements);.000000;.000000;
SPUTUM_SER80ML_//;Sputum container with screwcap 80 ml;.000000;.000000;
STABIL_///////_//;Stabillo (marqueur indélébile);.000000;.000000;
STAIRAC44.5/_34.5;Staining rack including tray 44,5cm x 34,5cm to catch excess stain;.000000;.000000;
TESTSTANQHIV_SYP/;Standard Q HIV/Syphilis Combo Test 1+2;.000000;.000000;
TESTCOVID19Q_AG//;Standard Q-COVID-19 Ag Test;.000000;.000000;
STAVUD_1///_SP_OR;Stavudine 1 mg/1ml poudre pour solution buvable FL/200ml;.000000;.000000;
STAVUD_15//_GE_OR;Stavudine 15mg gelules;.000000;.000000;
STAVUD_20//_GE_OR;Stavudine 20mg gelules;.000000;.000000;
STAVUD_30//_CA_OR;Stavudine 30 mg cap ;.000000;.000000;
STAVUD_40//_GE_OR;Stavudine 40 mg gelule ;.000000;.000000;
STERIL_10-250C_//;STERILISATEUR (POUPINEL) GRX-9053A 10-250°C 50L;715000.000000;.000000;
STETES_SIM////_//;Stétescope simple double pavillon;.000000;.000000;
SODIST_100/_SI_IV;Stibogluconatede Sodium 100mg/ml injection;.000000;.000000;
STREPT_15LU_AI_IV;Streptokinase 1 500 000UI injection;.000000;.000000;
STREPT_1000_SI_IV;Streptomycine 1g injection;.000000;.000000;
SUFENT_50B/_SI_IV;Sufentanil 50microgrammes /10ml injection;.000000;.000000;
SULFAD_1%//_CR_SC;Sulfadiazine argentique 1% crème;.000000;.000000;
SULFAD_500/_CP_OR;Sulfadiazine, 500 mg, comprimé;15.600000;.000000;
SUPYAM_2625_CP_OR;Sulfadoxine / pyriméthamine + Amod, 250/12.5mg + 75mg, Plaqt;.000000;.000000;
SUPYAM_525/_CP_OR;Sulfadoxine / pyriméthamine + Amod, 500/25mg, + 150mg, Plaqt;.000000;.000000;
SULPYR_525/_CP_OR;Sulfadoxine + pyriméthamine, 525 mg, bl cp;.000000;.000000;
SULFAM_10//_SI_IV;Sulfaméthonium 100mg/10ml injection;.000000;.000000;
MAGNSU_0.15_SI_IV;Sulfate de magnésium 1,5 g/10ml injection;.000000;.000000;
ZINCSU_10//_CP_OR;Sulfate de Zinc 10 mg comprimé;45.000000;.000000;
ZINC//_10//_SP_OR;Sulfate de Zinc 10mg/dosage sirop;.000000;.000000;
ZINCSU_20//_CP_OR;Sulfate de Zinc 20 mg comprimé dispersible;.000000;.000000;
SUPBBE_MULTIVI_//;Super Bébé (Multivitamine), sachet;15.000000;.000000;
SURGOW_CUFCOTL_CU;Surgical gow with cuffs, cotton, Size L;.000000;.000000;
SURGOW_CUFCOTM_CU;Surgical gow with cuffs, cotton, Size M;.000000;.000000;
SURGOW_CUFCOTS_CU;Surgical gow with cuffs, cotton, Size S;.000000;.000000;
SURGOW_CUFCOTX_CU;Surgical gow with cuffs, cotton, Size XL;.000000;.000000;
SURGGOWNSTER_////;Surgical Gown (medical use), sterile, non;.000000;.000000;
SUXACH_50//_AM_IM;Suxaméthonium Chlorhydrate 500 mg/10 ml ampoule;316.100000;.000000;
TESTSYPHILIS_ULTR;Syphilis Ultra rapid test advice (whole blood/;.000000;.000000;
TABLE/_CONINOX_//;TABLE CONSULTATION INOX AVEC SUPPORT POUR DRAP+RELEVE BUSTE;195000.000000;.000000;
TAMOXI_10//_CP_OR;Tamoxifène 10mg comprimé;.000000;.000000;
TANGAN_500/_CP_OR;Tanganil 500MG CP/30;3079.700000;.000000;
TDL///_MANUEL/_//;TDL Manuel Pack;.000000;.000000;
TDRCAS_0-5ANS/_//;TDR Care start 2 plasmodium 0-5 ans B/25;.000000;.000000;
TDRMAG_0.5ANS/_//;TDR SD Malaria ag  pfan 3 plasmodium 0-5ans B/25;.000000;.000000;
TEEMEF_1100_CP_OR;Tenofovir +Emtricitabine+Efavirenz 300mg+200mg+600mg Comprimé;.000000;.000000;
TELADO_650/_CP_OR;Tenofovir 300 + Lamivudine 300 +Dolutégravir 50mg Cp;.000000;.000000;
TENOFO_300/_CP_OR;Tenofovir 300mg Comprimé;2975.000000;.000000;
TELANE_800/_CP_OR;Tenofovir 300mg+ Lamivudine 300mg+ Névirapine 200mg Comprimé ;.000000;.000000;
TEEMNE_800/_CP_OR;Tenofovir+ Emtricitabine+Névirapine 300+300+200mg Comprimé;.000000;.000000;
TELAEF_1000_CP_OR;Tenofovir+ Lamivudine+Efavirenz 300+300+400mg Cp;.000000;.000000;
TELAEF_1200_CP_OR;Tenofovir+ Lamivudine+Efavirenz 300+300+600mg Cp;.000000;.000000;
TENEMT_500/_CP_OR;Tenofovir+Emtricitabine 300mg + 200mg Comprimé;.000000;.000000;
TENLAM_500/_CP_OR;Tenofovir+Lamivudine 300mg + 200mg Comprimé;.000000;.000000;
TENLAM_600/_CP_OR;Tenofovir+Lamivudine 300mg + 300mg Comprimé;.000000;.000000;
TELAAT_////_CP_OR;Tenofovir+Lamivudine+Atazanavir/r*1;.000000;.000000;
TELALO_////_CP_OR;Tenofovir+Lamivudine+Lopinavir/r;.000000;.000000;
TELASA_////_CP_OR;Tenofovir+Lamivudine+Saquinavir/r;.000000;.000000;
TEELBR_M2/////_//;TENSIOMETRE ELECTRONIQUE A BRASSARD OMRON-M-2;33000.000000;.000000;
TERBUT_0.5/_SI_II;Terbutaline 0,5mg/ml Injection sc, IM et IV;.000000;.000000;
TEST//_ACIURIQ_//;Test Acide Urique, Kit;26400.000000;.000000;
TEST//_ASATGPT_//;Test ALAT (GPT) 5x40ml+1x20ml, Unité;27000.000000;.000000;
TEST//_ANTIHBS_//;Test Anti HBS, Kit;.000000;.000000;
TEST//_ANTIHCV_40;Test Anti HCV Elisa V4.0, Kit;.000000;.000000;
TEST//_ANTIHCV_//;Test Anti HCV Elisa, Kit;.000000;.000000;
TEST//_ARROW96_//;Test Arrow Viral NA kit 96 UN 3316;.000000;.000000;
TEST//_ASATGOT_//;Test ASAT (GOT) 5x40 ml+1x20 ml, Unité;41000.000000;.000000;
TEST//_ASLO///_//;Test ASLO;235.000000;.000000;
TEST//_BANTPHA_//;Test Bandelette TPHA;360.000000;.000000;
TEST//_BANDE11_//;Test Bandelette urinaire COMBI 11;15000.000000;.000000;
TEST//_BANDE02_//;Test Bandelette urinaire COMBI 2, B/100;4500.000000;.000000;
TEST//_BANDE03_//;Test Bandelette urinaire COMBI 3;10500.000000;.000000;
TESTHIVSYPHI_BIO/;Test Bioline HIV/Syphilis;.000000;.000000;
TEST//_CALC300_//;Test Calcium, Kit;41000.000000;.000000;
TEST//_CHOLEHD_//;Test Cholestérole HDL, Kit;40000.000000;.000000;
TEST//_CHOLEL/_//;Test Cholestérole LR Total, Kit;40000.000000;.000000;
TEST//_CONTRBI_//;Test Contrôle Biochimique 2x10 ml;43000.000000;.000000;
TESTCOVID_TDR/_//;Test Corona Virus Ag Rapid Test;.000000;.000000;
TESTCOVID_ABBO_//;Test Covid Abbot Panbio;.000000;.000000;
TEST//_CREA400_//;Test Créatinine 400 ml, Kit;35000.000000;.000000;
TEST//_GROSSPL_//;Test de Grossesse Plasmatique, B/40;43000.000000;.000000;
TEST//_GROSSUR_//;Test de Grossesse urinaire, Unité;90.000000;.000000;
TEST//_DIAGNRP_//;Test Diagnostique RPR;27000.000000;.000000;
TEST//_CALC500_//;Test Glucose 500 ml, Kit;26400.000000;.000000;
TEST//_GROUPAG_//;Test groupage sanguin (A-B-A+D et D);235.000000;.000000;
HPILOR_KIT/_//_//;Test HELICOBATER Pilori CTK;960.000000;.000000;
TEST//_MAGN250_//;Test Magnesium 250 ml, Kit;41000.000000;.000000;
TEST//_PHOS250_//;Test Phosphore 250 ml, Kit;41000.000000;.000000;
TEST//_RAPIHB5_//;Test Rapide HBV5;73000.000000;.000000;
TEST//_REACASL_//;Test Réactif ASLO,;27000.000000;.000000;
TEST//_REACTCR_//;Test Réactif CRP, Kit/100;23500.000000;.000000;
TEST//_REAFACR_//;Test Réactif Facteur Rhumatoides;240.000000;.000000;
TEST//_TPHALAT_//;Test Réactif TPHA, B/100;30500.000000;.000000;
TESRUB_RUBEOLE_//;Test Rubéole, B/25;46740.000000;.000000;
TESTCOVID_SUSA_//;Test Standard Q COVID Ag Test;.000000;.000000;
TEST//_TDRACHP_//;Test TDR AC H-Pylori, ;32000.000000;.000000;
TEST//_TDRAGHP_//;Test TDR AG H-Pylori, Kit/25;32000.000000;.000000;
TEST//_TDRCHLA_//;Test TDR Chlamydia Ag, ;49200.000000;.000000;
TEST//_TDRAGHB_//;Test TDR Hépatite B AgHBs Bandelette;1000.000000;.000000;
TEST//_TDRACHV_//;Test TDR Hépatite C AcHVC Bandelette;1000.000000;.000000;
TEST//_TDRRECT_//;Test TDR Réactif TORCH;80000.000000;.000000;
TEST//_TDRSYPH_//;Test TDR Syphilis, Bandelette;27000.000000;.000000;
TEST//_TRIG250_//;Test Triglyceride 250 ml, Kit;47000.000000;.000000;
TEST//_URES250_//;Test Urée Sanguine 250 ml, Kit;30500.000000;.000000;
TEST//_WIDAL//_//;Test Widal, Kit;235.000000;.000000;
TESTOS_200/_SI_IV;Testostérone 200mg/ml injection;.000000;.000000;
TETRAC_0.5%_CO_OC;Tétracaïne 0,5% Collyre ;.000000;.000000;
TETRAC_0.01_PM_CU;Tétracycline 0,01% Pommade;.000000;.000000;
TETRAC_1%//_PM_CU;Tétracycline pommade ophtalmique 1 % 5 g, tube;102.960000;.000000;
THERMO_ELECTRO_//;Thermomètre Electronique;1287.000000;.000000;
THERMOIN_ET1/////;Thermomètre infrarouge-ET1;.000000;.000000;
THERMO_MEDCELS_//;Thermomètre Médical, graduations C°;435.580000;280.000000;
THIAMP_750/_SI_IV;Thiamphenicol 750mg injection;.000000;.000000;
THIOPE_500/_SI_IV;Thiopental sodique 0,5g injection;.000000;.000000;
THIOPE_1000_SI_IV;Thiopental sodique 1 g injection;760.000000;.000000;
SODITH_250/_CP_OR;Thiosulfate de Sodium 250 mg comprimé;.000000;.000000;
SODITH_250/_SI_50;Thiosulfate de Sodium 250mg/ml/50ml Injection;.000000;.000000;
TIMDIG_4DIGIT/_//;Timer digital, 4 digit programmable;.000000;.000000;
TIMERINT_SPWO60//;Timer interval spring wound 60 minutes signal bell;.000000;.000000;
TIMOLO_0.5%_CO_OC;Timolol 0,50% Collyre;.000000;.000000;
PILOCA_2%//_CO_OC;Timolol 02% Collyre;.000000;.000000;
TINIDA_500/_CP_OR;Tinidazole 500 mg comprimé;.000000;.000000;
TOELAC_///////_//;Tondeuse Electrique et Accessoires;.000000;.000000;
TOTAMI_////_//_//;Totamine concentré;.000000;.000000;
TRABAR_100/_SI_IV;Trabar 100MG AMP INJ B/5;3289.000000;.000000;
TRAMAD_50//_CP_OR;Tramadol  50mg comprimé, B/10;1934.300000;.000000;
TRAMAD_50//_SI_IV;Tramadol  50mg Injection, B/5;2257.450000;.000000;
TRAMAD_50DK_CP_OR;Tramadol DENK  50mg comprimé, B/10;2111.400000;.000000;
TRAMAD_100/_SI_IV;Tramafil 100MG AMP INJ, B/10;4143.450000;.000000;
TRAMAG_50//_CP_OR;Tramagen 50 CP, B/20;1385.750000;.000000;
TRANLIGH_MIRRPRIM;Transmitted Light Mirror for Primo Star;.000000;.000000;
TRASCASE_PRIMSTAR;Transport case for Primo Star;.000000;.000000;
TRIAMC_40//_SI_IV;Triamcinolone 80mg /2ml injection;1320.000000;.000000;
TRIHEX_2///_CP_OR;Trihexyphénidyle 2mg comprimé;.000000;.000000;
TRIRUS_1260_CR_RE;Trimebutine + Rusgogenine 1,16g + 100mg/tube crème;.000000;.000000;
TRIRUS_130/_SU_RE;Trimebutine + Rusgogenine 120mg + 10mg/suppo Suppositoire ;.000000;.000000;
TRINIT_10//_IP_ID;Trinitrine 10mg/24heures Dispositif transdermique;.000000;.000000;
TRINIT_500B_CP_SU;Trinitrine 500µg Comprimé sublingual;.000000;.000000;
TRINIT_5///_IP_ID;Trinitrine 5mg/24heures Dispositif transdermique;.000000;.000000;
TRIPTO_11.2_SI_IV;Triptoreline 11,25mg/dose injection;.000000;.000000;
TUHEMO_PLAST//_//;Tube à Hémolyse (plastique) 10 cm;49.200000;.000000;
TUHEMO_VERRE//_//;Tube à hémolyse en Verre;123.000000;.000000;
TUBE//_CAPILLA_//;Tube CAPILLAIRE;.000000;.000000;
TUBCIT_////_//_//;Tube citraté;100.000000;.000000;
TUBE//_GLUCOSE_//;Tube Glucose 5ml;85.000000;.000000;
TUBSEC_10ML///_//;Tube Sec 10ml;85.000000;.000000;
TUBIOC_////_//_//;Tube sec de BIOCHIMIE;.000000;.000000;
TUBVER_////_//_//;Tube Sec en Verre (à essai);85.000000;.000000;
VACCUT_////_//_//;Tube sec Vaccutest;.000000;.000000;
TUEDTA_////_//_//;Tube Vacutainer avec EDTA;85.000000;.000000;
TUBE//_EPENDOR_//;Tubes ependorf stériles à UU,;100.000000;.000000;
TUBES/_PREL5ML_//;Tubes pour prélèvement sous vide 5ml;.000000;.000000;
TUBSIM_3.5////_//;TUBES SIMPLES 3.5 ML;.000000;.000000;
TUBVAC_///////_//;Tubes Vacutainer;.000000;.000000;
TUBTRA_UU/////_//;Tubulure pour Transfusion, Luer, Usage Unique, set complet;462.000000;1138.000000;
TYPVIS_0.5/_AM_IM;Typhim VI SER 0,5ML, B/1;8069.550000;.000000;
ULTRPORT_XRAYSYST;Ultra Portable Xray System;.000000;.000000;
UNIVCARTSAMP_50//;Universal Cartridge Based sample Prep Kit of 50 tests;.000000;.000000;
UPSPCMV/_3000VA12;UPS-PCM Vanguard 3000 VA with battery pack (12x7/9 Ah);.000000;.000000;
UPSPCMV/_700VA4X7;UPS-PCM Vanguard 700 VA with battery pack (4x7Ah);.000000;.000000;
VACHEP_0.5/_AM_IM;Vacc HEPATIS B 0,5ML, PED/1;4268.800000;.000000;
VACHEP_BAD1_AM_IM;Vaccin Hepatitis B AD 1 DOSE, b/1;4268.800000;.000000;
MACWYI_135/_AM_IM;Vaccin Méningoccocique A+C+Y+W 135 10 doses;.000000;.000000;
VACVER_0.5/_AM_IM;Vaccin Verorab 0.5ML, B/1;7519.850000;.000000;
VACUETTE_DISPTOUR;Vacuette disposable tourniquet;.000000;.000000;
VACUETTE_K3EDTA6M;Vacuette K3EDTA 6ml;.000000;.000000;
VACUBLOO_COLLTUBE;Vacuum Blood Collection tubes for laboratory use;.000000;.000000;
VAKU8///_BLOCO21/;Vaku-8 Blood Collection Needle 21x1;.000000;.000000;
VALURG_////_//_//;VALISE D'URGENCE;.000000;.000000;
VENTOL_100/_CL_OR;Ventoline INH 100MCG 200D;2617.400000;.000000;
ELECSUCTPUMP//_//;Venturi mask (with 6 diluters);.000000;.000000;
VIFEX/_100/_SP_OR;Vifex SP Fl/100ML;1511.100000;.000000;
VISIER_///////_CU;Visière de protection;.000000;.000000;
VITBCP_////_SI_IV;Vitamin B complex injection  ;132.000000;26787.000000;
VITAMC_1G//_CP_OR;Vitamina C 1G comprimé;81.700000;.000000;
VITAMA_15JU_CO_OC;Vitamine A 15 000UI/10ml Collyre;.000000;.000000;
VITBCP_////_CP_OR;Vitamines B Complexe (B1 +B6 +B12), sous blister, Comprimés;14.850000;59800.000000;
VOGALE_10//_SI_IV;Vogalène Amp 10Mg/ml, B/1;2515.050000;.000000;
WASTBAGS_DISPOSAL;Waste disposal bags orange, 27L, with biohazard label and temperatur;.000000;.000000;
WATER/_MOBI100_//;Water for molecular biology 100ml;.000000;.000000;
XPEMTB_50/////_//;Xpert MTB/RIF Ultra;.000000;.000000;
XPEMTB_50//XDR_//;Xpert MTB/XDR kit de 50 tests;.000000;.000000;
XRAYPROT_GLOVES//;Xray Protection Gloves Pairs;.000000;.000000;
ZILALO_////_CP_OR;Zidovudine +Lamivudine+Lopinavir/r;.000000;.000000;
ZIDOVU_100/_CP_OR;Zidovudine 100mg Comprimé;.000000;.000000;
ZIDOVU_150/_CP_OR;Zidovudine 150mg Comprimé;.000000;.000000;
ZIDOVU_300/_CP_OR;Zidovudine 300mg Comprimé;.000000;.000000;
ZIDOVU_240/_SP_OR;Zidovudine 50 mg/5mg, solution orale, fl / 240 ml.;.000000;.000000;
ZIDOVU_100/_SP_OR;Zidovudine 50 mg/5ml,solution orale, flacon de 100ml;.000000;.000000;
ZIDOVU_10//_SP_OR;Zidovudine 50mg/5ml Sirop;.000000;.000000;
ZILAAT_750/_CP_OR;Zidovudine+Lamivudine + Atazanavir 300mg + 150mg + 300mg Comprimé;.000000;.000000;
ZILAAT_////_CP_OR;Zidovudine+Lamivudine + Atazanavir/r*;.000000;.000000;
ZIDLAM_450/_CP_OR;Zidovudine+Lamivudine 300mg + 150mg Comprimé;116.940000;.000000;
ZIDLAM_90//_CP_OR;Zidovudine+Lamivudine 60mg + 30mg Comprimé;.000000;.000000;
ZILAEF_1050_CP_OR;Zidovudine+Lamivudine+Efavirenz 300+150+600mg Comprimé;.000000;.000000;
ZILANE_650/_CP_OR;Zidovudine+Lamivudine+Névirapine 300+150+200mg Cp;.000000;.000000;
ZILANE_140/_CP_OR;Zidovudine+Lamivudine+Névirapine 60+30+50mg Cp;.000000;.000000;
KITZN/_STHOT//_//;Ziehi Neelsen (ZN) Staining Kit, Hot staining;.000000;.000000;
ZYTHRO_250/_CP_OR;Zythromax (Azithromycine) 250mg, Comprimé;.000000;.000000;
ZYTHRO_500/_CP_OR;Zythromax (Azithromycine) 500mg, Comprimé;287.000000;.000000;
