code_sage;nom;unite;prix_unitaire;stock_disponible
GROSAN_KIT/_//_//;Réactifs de groupage Sanguin;Ampoule;.000000;.000000
REAGENT_B1000ML//;Reagent Bottle 1000 ml;Boite;.000000;.000000
REABOT_1000ML/_//;Reagent bottle 1000ml;Boite;.000000;.000000
REABOT_100ML//_//;Reagent bottle 100ml;Boite;.000000;.000000
REAGENT/_B30ML///;Reagent Bottle 30 mL;Boite;.000000;.000000
REALTIMEQUAN_PCR/;Real Time quantitative micro PCR Analyzer;Ampoule;.000000;.000000
REDUCPAR_4PL50ML/;Reducing part , 4-place, size 13 for 50ml falcon tubes (ROTINA 380/38;Boite;.000000;.000000
REDUCPAR_9PL15ML/;Reducing part , 9-place, size 13 for 15ml falcon tubes (ROTINA 380/38;Boite;.000000;.000000
RECOJO_A3/////_//;Registre de Consommation Jornalière (A3);Boite;7995.000000;415.000000
RECOCU_///////_//;Régistre de Consultation Curative;Boite;.000000;.000000
REGLAB_///////_//;Registre de laboratoire;Boite;.000000;.000000
REGTUB_///////_//;Registre de traitement de la tuberculose;Boite;.000000;.000000
REGVEN_///////_//;Registre de Vente;Boite;.000000;.000000
REVEME_///////_//;Registre de vente par médicaments;Boite;.000000;.000000
RESUTABL_NEONATE/;Resuscitation table Neonate;Boite;.000000;.000000
RESUTABL_NEONATEA;Resuscitation table Neonate Accessoire;Boite;.000000;.000000
RETINO_1LU/_CA_OR;Rétinol (vit. A Palmitate) 100 000UI capsule;Boite;.000000;.000000
RETINO_2LU/_CA_OR;Rétinol (vit. A Palmitate) 200 000 UI capsule;Boite;.000000;.000000
REUSNITRGLOV_T7P/;Reusable Nitrile Gloves T7, Paire;Boite;.000000;.000000
REUSNITRGLOV_T8P/;Reusable Nitrile Gloves T8, Paire;Boite;.000000;.000000
REUSNITRGLOV_T9P/;Reusable Nitrile Gloves T9, Paire;Boite;.000000;.000000
REVRAD_AUTO///_//;Révélateur Film Radio, pour machine automatique, flacon de 5l;Boite;36300.000000;.000000
RHOCLO_300/_AM_IM;Rhoclone 300MG PDR+5.2ML, AMP/2;Boite;21629.200000;.000000
RIBAVI_200/_CP_OR;Ribavirine 200mg Comprimé;Boite;.000000;.000000
RIBAVI_400/_SI_IV;Ribavirine 400mg Comprimé;Boite;.000000;.000000
RIBAVI_600/_SI_IV;Ribavirine 600mg Comprimé;Boite;.000000;.000000
RIFISO_225/_CP_OR;Rifampicine ® + Isoniazide  150mg+75mg Comprimé;Boite;.000000;.000000
RIFISO_450/_CP_OR;Rifampicine ® + Isoniazide  300mg+150mg Comprimé;Boite;.000000;.000000
RIFISO_90//_CP_OR;Rifampicine ® + Isoniazide  60mg+30mg Comprimé;Boite;.000000;.000000
RIFISO_125//_CP_OR;Rifampicine ® + Isoniazide  75mg+50mg Comprimé;Boite;.000000;.000000
RIFAMP_150/_CP_OR;Rifampicine 150mg Comprimé;Boite;.000000;.000000
RIFAMP_300/_CP_OR;Rifampicine 300mg Comprimé;Boite;.000000;.000000
RIISET_500/_CP_OR;Rifampicine+Isoniazide+Ethambutol 150mg+75mg+275mg Cp;Boite;.000000;.000000
RIEPYR_900/_CP_OR;Rifampicine+Isoniazide+Ethambutol+Pyrazinamide150+75+275+400mg;Boite;.000000;.000000
RIISPY_240/_CP_OR;Rifampicine+Isoniazide+Pyrazinamide 60mg+30mg+150mg Comprimé;Boite;.000000;.000000
RIISPY_275/_CP_OR;Rifampicine+Isoniazide+Pyrazinamide 75mg+50mg+150mg Comprimé;Boite;.000000;.000000
RIFAMY_2.6%_GO_AU;Rifamycine 2,6% Gouttes auriculaires;Boite;.000000;.000000
RIFISO_600/_CP_OR;Rifapentine ® + Isoniazide  300mg+300mg Comprimé;Boite;.000000;.000000
RINGER_1000_SF_IV;Ringer  lactate (278mOsm/l)/1000ml Solution;Boite;.000000;.000000
RINGER_250/_SF_IV;Ringer  lactate (278mOsm/l)/250ml Solution;Boite;.000000;.000000
RINGER_500/_SF_IV;Ringer  lactate (278mOsm/l)/500ml Solution;Boite;.000000;.000000
RINGER_500-_SF_IV;Ringer Lactate 500 ml,Perf. ;Boite;759.000000;12000.000000
RITONA_100/_CP_OR;Ritonavir 100mg Comprimé;Boite;.000000;.000000
RITONA_80//_SP_OR;Ritonavir 80mg/ml sirop;Boite;.000000;.000000
FIVACR_///////_//;Road to health ou fiche de suivi de vaccination et de croissance;Boite;.000000;.000000
ROTAVI_////_SI_IM;Rotavirus injection;Boite;.000000;.000000
RUBHOT_////_GE_OR;Rubix Hot Gel T/30G;Boite;1114.350000;.000000
SROZIN_245/_PO_OR;S.R.O / O.R.S + ZINC,qsp 1l,Kit de 2 Sachets.;Boite;371.370000;.000000
SACAUT_12X24PL_//;Sac Autoclave 12*24 Plast;Boite;.000000;.000000
SACAUT_60X78PL_//;Sac Autoclave 60*78 Plast;Boite;.000000;.000000
SACAUT_8X12PL/_//;Sac Autoclave 8*12 Plast;Boite;.000000;.000000
SACISO_///////_//;Sac Isothermique;Boite;.000000;.000000
SACEMB_20X30//_//;Sachet d'emballage 20 x 30 cm 61 Microns;Boite;.000000;.000000
SACEMB_30X45//_//;Sachet d'emballage 30 x 45 cm 61 Microns;Boite;.000000;.000000
SACMIN_///////_//;Sachet minigrip, B/1000;Boite;3887.000000;.000000
SAPLEM_20X30//_//;Sachet plastique d'emballage avec logos (20 x 30 x 70);Boite;.000000;.000000
SAPLEM_40X60//_//;Sachet plastique d'emballage avec logos (40 x 60 x 70);Boite;.000000;.000000
SACPLA_8X10///_//;Sachet Plastique, Minigrip 8 cm * 10 cm, sachet;Boite;3.880000;.000000
SACPOU_///////_//;Sachets poubelles;Boite;.000000;.000000
SAFETY_BOX5L//_//;Safety Box 5 L (Boite de Sécurité), Unité;Boite;.000000;.000000
SAFETGOGGPCV/_////;Safety Goggles PCV;Boite;.000000;.000000
SALBUT_100B_CL_OR;Salbutamol 100microgrammes/dose Aérosol;Boite;.000000;.000000
SALBUT_1///_SU_RE;Salbutamol 1mg Suppositoire;Boite;.000000;.000000
SALBUT_2///_CP_OR;Salbutamol 2 mg,  sous blister, Comprimés;Boite;6.600000;.000000
SALBUT_4///_CP_OR;Salbutamol 4mg comprimé;Boite;.000000;.000000
SALBUT_500B_AM_IV;Salbutamol 500 µg/ml 1 ml, ampoule;Boite;86.390000;.000000
SALBUT_10B/_SI_IV;Salbutamol 50microgrammes/5ml injection;Boite;.000000;.000000
SALBAE_200/_CL_OR;Salbutamol Aérosol, 200 Doses;Boite;2617.400000;.000000
SAMUSC_KIT/_//_//;Samonella multi screening antigen;Boite;.000000;.000000
SAQUIN_200/_CP_OR;Saquinavir 200mg Comprimé;Boite;.000000;.000000
SAQUIN_500/_CP_OR;Saquinavir 500mg Comprimé;Boite;.000000;.000000
SAYANA_104/_AM_SC;Sayana Press 104mg/0,65ml, Inj;Boite;72.600000;.000000
SRO///_1000_PO_OR;Sel de Réhydratation Orale  (glucose + sodium + potassium + citrate +;Boite;.000000;.000000
SRO///_500/_PO_OR;Sel de Réhydratation Orale  (glucose + sodium + potassium + citrate +;Boite;.000000;.000000
SRO///_////_PO_OR;Sel de Réhydratation Orale (SRO) Sachets;Boite;594.000000;2000.000000
SRO///_245/_PO_OR;Sels de réhydratation orale (245 mOsm/litre) qsp 1 litre, sachet;Boite;59.580000;.000000
FER///_25//_SP_OR;Sels ferreux 25mg/ml sirop;Boite;.000000;.000000
FER///_60//_CP_OR;Sels ferreux 60mg comprimé;Boite;.000000;.000000
SENNE/_7.5/_CP_OR;Senné 7,5mg  comprimé;Boite;.000000;.000000
SERING_UU2CC//_//;SERINGUE 2 ML + AIGUILLE;Boite;.000000;.000000
SERAUT_1//////_//;Seringue Autoblocante 1ml;Boite;.000000;.000000
SERINS_100UI//_//;Seringue pour Insuline, 3 pièces, Luer, UU, 1cc, 100 UI;Boite;43.560000;.000000
SERING_UU10CC/_//;Seringue, 3 pièces, Luer, Usage Unique, 10cc;Boite;60.000000;500.000000
SERING_UU1CC//_//;Seringue, 3 pièces, Luer, Usage Unique, 1cc, grad; 1/100;Boite;43.560000;.000000
SERING_UU20CC/_//;Seringue, 3 pièces, Luer, Usage Unique, 20cc;Boite;72.430000;.000000
SERING_UU5CC//_//;Seringue, 3 pièces, Luer, Usage Unique, 5cc;Boite;47.000000;4300.000000
SERING_UU60CC/_//;Seringue, 3 pièces, Luer, Usage Unique, 60cc;Boite;.000000;.000000
SEANPO_///////_SC;Séruim Antivenimeux Polyvalent (INOSERP PAN-AFRICA);Boite;45000.000000;10.000000
SERVEI_////_AM_IM;Sérum Antivenimeux Polyvalent EBND;Boite;15000.000000;.000000
SERPHY_0.9%_CO_OC;Sérum physiologique 0,90% solution pour irrigation intra oculaire;Boite;.000000;.000000
SERVIE_///////_//;Serviettes en papier;Boite;.000000;.000000
SEVOFL_////_SH_OR;Sévoflurane Fl/250ml (250mg/250ml) inhalation;Boite;.000000;.000000
SHANGA_TEST///_//;Shangaï test HIV 1+2;Boite;.000000;.000000
MASOXY_SIMPLE/_//;Simple Oxygen mask;Boite;.000000;.000000
SIMVAS_10//_CP_OR;Simvastatine 10mg comprimé;Boite;.000000;.000000
SIMVAS_20//_CP_OR;Simvastatine 20mg comprimé;Boite;.000000;.000000
SIMVAS_40//_CP_OR;Simvastatine 40mg comprimé;Boite;.000000;.000000
SIMVAS_5///_CP_OR;Simvastatine 5mg comprimé;Boite;.000000;.000000
GAMMA/_////_SP_OR;Sirop Gamma (difeuines) flacon de 250 ml;Boite;.000000;.000000
SODIUM_KIT////_//;Sodium (Chronolab);Boite;.000000;.000000
SODIBI_1.4%_AM_IV;Sodium Bicarbonate 1,4% 10 ml;Boite;246.840000;.000000
SODIBI_8.4%_AM_IV;Sodium Bicarbonate 8.4% 1.68 g / 20 ml, vial;Boite;246.840000;.000000
SODICH_0.9%_SF_IV;Sodium Chlorure 0.9% 500 ml,Perf.;Boite;759.000000;10050.000000
SODICH_10%/_AM_IV;Sodium Chlorure 10% 10 ml, inj;Boite;81.380000;1200.000000
SOFLED_490/_CP_OR;Sofosbuvir 400 mg+Lédispavir 90 mg, B/28;Boite;.000000;.000000
SOFOSB_400/_CP_OR;Sofosbuvir 400mg comp;Boite;.000000;.000000
SODGLU_1000_SF_IV;Soluté mixte (glucosé+Nacl)  (5%+0,9%)/1000ml solution ;Boite;.000000;.000000
SODGLU_250/_SF_IV;Soluté mixte (glucosé+Nacl)  (5%+0,9%)/250ml solution ;Boite;.000000;.000000
SODGLU_500/_SF_IV;Soluté mixte (glucosé+Nacl)  (5%+0,9%)/500ml solution ;Boite;.000000;.000000
SOLCON_GLY////_//;Solution de contrôle glycemie;Boite;.000000;.000000
LAZARU_250/_//_//;Solution de Lazarus f/250 ml;Ampoule;.000000;.000000
MARCAN_250/_//_//;Solution de Marcano f/250 ml;Ampoule;.000000;.000000
SOHYAL_1000///_SC;Solution hydroalcoolique Fl/1000 ml;Boite;4000.000000;.000000
SOHYAL_125////_SC;Solution hydroalcoolique Fl/125 ml;Boite;750.000000;.000000
SOHYAL_250////_SC;Solution hydroalcoolique Fl/250 ml;Boite;.000000;.000000
SONGAS_ECCH10/_//;Sonde Gastrique, Embout Conique, Stérile, Usage Unique CH 10;Boite;94.050000;.000000
SONGAS_ECCH16/_//;Sonde Gastrique, Embout Conique, Stérile, Usage Unique CH 16;Boite;167.650000;.000000
SONGAS_ELCH6//_//;Sonde Gastrique, Embout Luer, Stérile, Usage Unique CH 6;Boite;86.150000;.000000
SONGAS_ELCH8//_//;Sonde Gastrique, Embout Luer, Stérile, Usage Unique CH 8 ;Boite;86.150000;.000000
SONNEL_16/////_//;Sonde Nelaton 16;Boite;.000000;.000000
SONVES_DB2CH10_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH10;Boite;1137.800000;.000000
SONVES_DB2CH14_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH14;Boite;528.000000;292.000000
SONVES_DB2CH16_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH16;Boite;528.000000;.000000
SONVES_DB2CH18_//;Sonde Vésicale Droite à Ballonnet, 2 voies, Stérile, U U, CH18;Boite;528.000000;104.000000
SONVES_DCH14//_//;Sonde Vésicale Droite sans Ballonnet SUU CH 14;Boite;174.900000;.000000
SONVES_DCH16//_//;Sonde Vésicale Droite sans Ballonnet,  Stérile, U U, CH16;Boite;755.700000;.000000
SPAROZ_10X05//_CU;Sparadrap, à l'Oxyde de Zinc, Micropef,Non Stérile 10cm x 5m,rouleau;Boite;1738.050000;.000000
SPAROZ_18X5///_CU;Sparadrap, à l'Oxyde de Zinc, Microperf.Non Stérile 18cm x 5m rouleau;Boite;3300.000000;.000000
SPASFO_4///_SI_IV;Spasfon AMP INJ 4ML, B/6;Boite;2236.750000;.000000
SPAAPO_50//_CP/OR;Spasmo-Apotel  500/10MG CP, B/20;Boite;2792.200000;.000000
SPECVACC_BOX6L///;Specimen/ vaccine transport box, 6 liter;Boite;.000000;.000000
SPUSUN_UU/////_//;Spéculum à Usage Unique;Boite;528.000000;.000000
SPECUL_UUL////_//;Speculum à UU large;Boite;.000000;.000000
SPECUL_UUM////_//;Speculum à UU moyen;Boite;.000000;.000000
SPECUL_STL////_//;Speculum ST large;Boite;.000000;.000000
SPECUL_STM////_//;Speculum ST moyen;Boite;.000000;.000000
SPHYNO_COM////_//;Sphynomanomètre Complet;Boite;.000000;.000000
SPHYNO_INC////_//;Sphynomanometre incomplet;Boite;.000000;.000000
SPIRAM_1.5M_CP_OR;Spiramycine 1,5MUI Comprimé;Boite;.000000;.000000
SPIRAM_3MU/_CP_OR;Spiramycine 3 MUI Comprimé;Boite;.000000;.000000
SPIRON_25//_CP_OR;Spironolactone 25mg comprimé;Boite;.000000;.000000
SPRHEA_1L/////_//;Spray head and 1L bottles (set of three elements);Boite;.000000;.000000
SPUTUM_SER80ML_//;Sputum container with screwcap 80 ml;Boite;.000000;.000000
STABIL_///////_//;Stabillo (marqueur indélébile);Boite;.000000;.000000
STAIRAC44.5/_34.5;Staining rack including tray 44,5cm x 34,5cm to catch excess stain;Boite;.000000;.000000
TESTSTANQHIV_SYP/;Standard Q HIV/Syphilis Combo Test 1+2;Ampoule;.000000;.000000
TESTCOVID19Q_AG//;Standard Q-COVID-19 Ag Test;Unité;.000000;.000000
STAVUD_1///_SP_OR;Stavudine 1 mg/1ml poudre pour solution buvable FL/200ml;Boite;.000000;.000000
STAVUD_15//_GE_OR;Stavudine 15mg gelules;Boite;.000000;.000000
STAVUD_20//_GE_OR;Stavudine 20mg gelules;Boite;.000000;.000000
STAVUD_30//_CA_OR;Stavudine 30 mg cap ;Boite;.000000;.000000
STAVUD_40//_GE_OR;Stavudine 40 mg gelule ;Boite;.000000;.000000
STERIL_10-250C_//;STERILISATEUR (POUPINEL) GRX-9053A 10-250°C 50L;Boite;715000.000000;.000000
STETES_SIM////_//;Stétescope simple double pavillon;Boite;.000000;.000000
SODIST_100/_SI_IV;Stibogluconatede Sodium 100mg/ml injection;Boite;.000000;.000000
STREPT_15LU_AI_IV;Streptokinase 1 500 000UI injection;Boite;.000000;.000000
STREPT_1000_SI_IV;Streptomycine 1g injection;Boite;.000000;.000000
SUFENT_50B/_SI_IV;Sufentanil 50microgrammes /10ml injection;Boite;.000000;.000000
SULFAD_1%//_CR_SC;Sulfadiazine argentique 1% crème;Boite;.000000;.000000
SULFAD_500/_CP_OR;Sulfadiazine, 500 mg, comprimé;Boite;15.600000;.000000
SUPYAM_2625_CP_OR;Sulfadoxine / pyriméthamine + Amod, 250/12.5mg + 75mg, Plaqt;Boite;.000000;.000000
SUPYAM_525/_CP_OR;Sulfadoxine / pyriméthamine + Amod, 500/25mg, + 150mg, Plaqt;Boite;.000000;.000000
SULPYR_525/_CP_OR;Sulfadoxine + pyriméthamine, 525 mg, bl cp;Boite;.000000;.000000
SULFAM_10//_SI_IV;Sulfaméthonium 100mg/10ml injection;Boite;.000000;.000000
MAGNSU_0.15_SI_IV;Sulfate de magnésium 1,5 g/10ml injection;Boite;.000000;.000000
ZINCSU_10//_CP_OR;Sulfate de Zinc 10 mg comprimé;Boite;45.000000;.000000
ZINC//_10//_SP_OR;Sulfate de Zinc 10mg/dosage sirop;Boite;.000000;.000000
ZINCSU_20//_CP_OR;Sulfate de Zinc 20 mg comprimé dispersible;Boite;.000000;.000000
SUPBBE_MULTIVI_//;Super Bébé (Multivitamine), sachet;Boite;15.000000;.000000
SURGOW_CUFCOTL_CU;Surgical gow with cuffs, cotton, Size L;Boite;.000000;.000000
SURGOW_CUFCOTM_CU;Surgical gow with cuffs, cotton, Size M;Boite;.000000;.000000
SURGOW_CUFCOTS_CU;Surgical gow with cuffs, cotton, Size S;Boite;.000000;.000000
SURGOW_CUFCOTX_CU;Surgical gow with cuffs, cotton, Size XL;Boite;.000000;.000000
SURGGOWNSTER_////;Surgical Gown (medical use), sterile, non;Boite;.000000;.000000
SUXACH_50//_AM_IM;Suxaméthonium Chlorhydrate 500 mg/10 ml ampoule;Boite;316.100000;.000000
TESTSYPHILIS_ULTR;Syphilis Ultra rapid test advice (whole blood/;Boite;.000000;.000000
TABLE/_CONINOX_//;TABLE CONSULTATION INOX AVEC SUPPORT POUR DRAP+RELEVE BUSTE;Boite;195000.000000;.000000
TAMOXI_10//_CP_OR;Tamoxifène 10mg comprimé;Boite;.000000;.000000
TANGAN_500/_CP_OR;Tanganil 500MG CP/30;Boite;3079.700000;.000000
TDL///_MANUEL/_//;TDL Manuel Pack;Boite;.000000;.000000
TDRCAS_0-5ANS/_//;TDR Care start 2 plasmodium 0-5 ans B/25;Tube;.000000;.000000
TDRMAG_0.5ANS/_//;TDR SD Malaria ag  pfan 3 plasmodium 0-5ans B/25;Tube;.000000;.000000
TEEMEF_1100_CP_OR;Tenofovir +Emtricitabine+Efavirenz 300mg+200mg+600mg Comprimé;Boite;.000000;.000000
TELADO_650/_CP_OR;Tenofovir 300 + Lamivudine 300 +Dolutégravir 50mg Cp;Boite;.000000;.000000
TENOFO_300/_CP_OR;Tenofovir 300mg Comprimé;Boite;2975.000000;.000000
TELANE_800/_CP_OR;Tenofovir 300mg+ Lamivudine 300mg+ Névirapine 200mg Comprimé ;Boite;.000000;.000000
TEEMNE_800/_CP_OR;Tenofovir+ Emtricitabine+Névirapine 300+300+200mg Comprimé;Boite;.000000;.000000
TELAEF_1000_CP_OR;Tenofovir+ Lamivudine+Efavirenz 300+300+400mg Cp;Boite;.000000;.000000
TELAEF_1200_CP_OR;Tenofovir+ Lamivudine+Efavirenz 300+300+600mg Cp;Boite;.000000;.000000
TENEMT_500/_CP_OR;Tenofovir+Emtricitabine 300mg + 200mg Comprimé;Boite;.000000;.000000
TENLAM_500/_CP_OR;Tenofovir+Lamivudine 300mg + 200mg Comprimé;Boite;.000000;.000000
TENLAM_600/_CP_OR;Tenofovir+Lamivudine 300mg + 300mg Comprimé;Boite;.000000;.000000
TELAAT_////_CP_OR;Tenofovir+Lamivudine+Atazanavir/r*1;Boite;.000000;.000000
TELALO_////_CP_OR;Tenofovir+Lamivudine+Lopinavir/r;Boite;.000000;.000000
TELASA_////_CP_OR;Tenofovir+Lamivudine+Saquinavir/r;Boite;.000000;.000000
TEELBR_M2/////_//;TENSIOMETRE ELECTRONIQUE A BRASSARD OMRON-M-2;Boite;33000.000000;.000000
TERBUT_0.5/_SI_II;Terbutaline 0,5mg/ml Injection sc, IM et IV;Boite;.000000;.000000
TEST//_ACIURIQ_//;Test Acide Urique, Kit;Kit;26400.000000;.000000
TEST//_ASATGPT_//;Test ALAT (GPT) 5x40ml+1x20ml, Unité;Kit;27000.000000;.000000
TEST//_ANTIHBS_//;Test Anti HBS, Kit;Kit;.000000;.000000
TEST//_ANTIHCV_40;Test Anti HCV Elisa V4.0, Kit;Kit;.000000;.000000
TEST//_ANTIHCV_//;Test Anti HCV Elisa, Kit;Kit;.000000;.000000
TEST//_ARROW96_//;Test Arrow Viral NA kit 96 UN 3316;Boite;.000000;.000000
TEST//_ASATGOT_//;Test ASAT (GOT) 5x40 ml+1x20 ml, Unité;Kit;41000.000000;.000000
TEST//_ASLO///_//;Test ASLO;Kit;235.000000;.000000
TEST//_BANTPHA_//;Test Bandelette TPHA;Kit;360.000000;.000000
TEST//_BANDE11_//;Test Bandelette urinaire COMBI 11;Kit;15000.000000;.000000
TEST//_BANDE02_//;Test Bandelette urinaire COMBI 2, B/100;Kit;4500.000000;.000000
TEST//_BANDE03_//;Test Bandelette urinaire COMBI 3;Kit;10500.000000;.000000
TESTHIVSYPHI_BIO/;Test Bioline HIV/Syphilis;Kit;.000000;.000000
TEST//_CALC300_//;Test Calcium, Kit;Kit;41000.000000;.000000
TEST//_CHOLEHD_//;Test Cholestérole HDL, Kit;Kit;40000.000000;.000000
TEST//_CHOLEL/_//;Test Cholestérole LR Total, Kit;Kit;40000.000000;.000000
TEST//_CONTRBI_//;Test Contrôle Biochimique 2x10 ml;Kit;43000.000000;.000000
TESTCOVID_TDR/_//;Test Corona Virus Ag Rapid Test;Boite;.000000;.000000
TESTCOVID_ABBO_//;Test Covid Abbot Panbio;Boite;.000000;.000000
TEST//_CREA400_//;Test Créatinine 400 ml, Kit;Kit;35000.000000;.000000
TEST//_GROSSPL_//;Test de Grossesse Plasmatique, B/40;Kit;43000.000000;.000000
TEST//_GROSSUR_//;Test de Grossesse urinaire, Unité;Kit;90.000000;.000000
TEST//_DIAGNRP_//;Test Diagnostique RPR;Kit;27000.000000;.000000
TEST//_CALC500_//;Test Glucose 500 ml, Kit;Kit;26400.000000;.000000
TEST//_GROUPAG_//;Test groupage sanguin (A-B-A+D et D);Kit;235.000000;.000000
HPILOR_KIT/_//_//;Test HELICOBATER Pilori CTK;Boite;960.000000;.000000
TEST//_MAGN250_//;Test Magnesium 250 ml, Kit;Kit;41000.000000;.000000
TEST//_PHOS250_//;Test Phosphore 250 ml, Kit;Kit;41000.000000;.000000
TEST//_RAPIHB5_//;Test Rapide HBV5;Kit;73000.000000;.000000
TEST//_REACASL_//;Test Réactif ASLO,;Kit;27000.000000;.000000
TEST//_REACTCR_//;Test Réactif CRP, Kit/100;Kit;23500.000000;.000000
TEST//_REAFACR_//;Test Réactif Facteur Rhumatoides;Kit;240.000000;.000000
TEST//_TPHALAT_//;Test Réactif TPHA, B/100;Kit;30500.000000;.000000
TESRUB_RUBEOLE_//;Test Rubéole, B/25;Kit;46740.000000;.000000
TESTCOVID_SUSA_//;Test Standard Q COVID Ag Test;Boite;.000000;.000000
TEST//_TDRACHP_//;Test TDR AC H-Pylori, ;Kit;32000.000000;.000000
TEST//_TDRAGHP_//;Test TDR AG H-Pylori, Kit/25;Kit;32000.000000;.000000
TEST//_TDRCHLA_//;Test TDR Chlamydia Ag, ;Kit;49200.000000;.000000
TEST//_TDRAGHB_//;Test TDR Hépatite B AgHBs Bandelette;Kit;1000.000000;.000000
TEST//_TDRACHV_//;Test TDR Hépatite C AcHVC Bandelette;Kit;1000.000000;.000000
TEST//_TDRRECT_//;Test TDR Réactif TORCH;Kit;80000.000000;.000000
TEST//_TDRSYPH_//;Test TDR Syphilis, Bandelette;Kit;27000.000000;.000000
TEST//_TRIG250_//;Test Triglyceride 250 ml, Kit;Kit;47000.000000;.000000
TEST//_URES250_//;Test Urée Sanguine 250 ml, Kit;Kit;30500.000000;.000000
TEST//_WIDAL//_//;Test Widal, Kit;Kit;235.000000;.000000
TESTOS_200/_SI_IV;Testostérone 200mg/ml injection;Boite;.000000;.000000
TETRAC_0.5%_CO_OC;Tétracaïne 0,5% Collyre ;Boite;.000000;.000000
TETRAC_0.01_PM_CU;Tétracycline 0,01% Pommade;Boite;.000000;.000000
TETRAC_1%//_PM_CU;Tétracycline pommade ophtalmique 1 % 5 g, tube;Boite;102.960000;.000000
THERMO_ELECTRO_//;Thermomètre Electronique;Boite;1287.000000;.000000
THERMOIN_ET1/////;Thermomètre infrarouge-ET1;Boite;.000000;.000000
THERMO_MEDCELS_//;Thermomètre Médical, graduations C°;Boite;435.580000;280.000000
THIAMP_750/_SI_IV;Thiamphenicol 750mg injection;Boite;.000000;.000000
THIOPE_500/_SI_IV;Thiopental sodique 0,5g injection;Boite;.000000;.000000
THIOPE_1000_SI_IV;Thiopental sodique 1 g injection;Boite;760.000000;.000000
SODITH_250/_CP_OR;Thiosulfate de Sodium 250 mg comprimé;Boite;.000000;.000000
SODITH_250/_SI_50;Thiosulfate de Sodium 250mg/ml/50ml Injection;Boite;.000000;.000000
TIMDIG_4DIGIT/_//;Timer digital, 4 digit programmable;Boite;.000000;.000000
TIMERINT_SPWO60//;Timer interval spring wound 60 minutes signal bell;Boite;.000000;.000000
TIMOLO_0.5%_CO_OC;Timolol 0,50% Collyre;Boite;.000000;.000000
PILOCA_2%//_CO_OC;Timolol 02% Collyre;Boite;.000000;.000000
TINIDA_500/_CP_OR;Tinidazole 500 mg comprimé;Boite;.000000;.000000
TOELAC_///////_//;Tondeuse Electrique et Accessoires;Boite;.000000;.000000
TOTAMI_////_//_//;Totamine concentré;Ampoule;.000000;.000000
TRABAR_100/_SI_IV;Trabar 100MG AMP INJ B/5;Boite;3289.000000;.000000
TRAMAD_50//_CP_OR;Tramadol  50mg comprimé, B/10;Boite;1934.300000;.000000
TRAMAD_50//_SI_IV;Tramadol  50mg Injection, B/5;Boite;2257.450000;.000000
TRAMAD_50DK_CP_OR;Tramadol DENK  50mg comprimé, B/10;Boite;2111.400000;.000000
TRAMAD_100/_SI_IV;Tramafil 100MG AMP INJ, B/10;Boite;4143.450000;.000000
TRAMAG_50//_CP_OR;Tramagen 50 CP, B/20;Boite;1385.750000;.000000
TRANLIGH_MIRRPRIM;Transmitted Light Mirror for Primo Star;Boite;.000000;.000000
TRASCASE_PRIMSTAR;Transport case for Primo Star;Boite;.000000;.000000
TRIAMC_40//_SI_IV;Triamcinolone 80mg /2ml injection;Boite;1320.000000;.000000
TRIHEX_2///_CP_OR;Trihexyphénidyle 2mg comprimé;Boite;.000000;.000000
TRIRUS_1260_CR_RE;Trimebutine + Rusgogenine 1,16g + 100mg/tube crème;Boite;.000000;.000000
TRIRUS_130/_SU_RE;Trimebutine + Rusgogenine 120mg + 10mg/suppo Suppositoire ;Boite;.000000;.000000
TRINIT_10//_IP_ID;Trinitrine 10mg/24heures Dispositif transdermique;Boite;.000000;.000000
TRINIT_500B_CP_SU;Trinitrine 500µg Comprimé sublingual;Boite;.000000;.000000
TRINIT_5///_IP_ID;Trinitrine 5mg/24heures Dispositif transdermique;Boite;.000000;.000000
TRIPTO_11.2_SI_IV;Triptoreline 11,25mg/dose injection;Boite;.000000;.000000
TUHEMO_PLAST//_//;Tube à Hémolyse (plastique) 10 cm;Boite;49.200000;.000000
TUHEMO_VERRE//_//;Tube à hémolyse en Verre;Boite;123.000000;.000000
TUBE//_CAPILLA_//;Tube CAPILLAIRE;Kit;.000000;.000000
TUBCIT_////_//_//;Tube citraté;Boite;100.000000;.000000
TUBE//_GLUCOSE_//;Tube Glucose 5ml;Kit;85.000000;.000000
TUBSEC_10ML///_//;Tube Sec 10ml;Boite;85.000000;.000000
TUBIOC_////_//_//;Tube sec de BIOCHIMIE;Boite;.000000;.000000
TUBVER_////_//_//;Tube Sec en Verre (à essai);Boite;85.000000;.000000
VACCUT_////_//_//;Tube sec Vaccutest;Boite;.000000;.000000
TUEDTA_////_//_//;Tube Vacutainer avec EDTA;Boite;85.000000;.000000
TUBE//_EPENDOR_//;Tubes ependorf stériles à UU,;Boite;100.000000;.000000
TUBES/_PREL5ML_//;Tubes pour prélèvement sous vide 5ml;Boite;.000000;.000000
TUBSIM_3.5////_//;TUBES SIMPLES 3.5 ML;Boite;.000000;.000000
